
AAPL,V,248,6,V,232,1,R,2025-02-11T20:59:59.500428771Z,C
MSFT,V,440,1,V,408,3,R,2025-02-11T20:59:55.866631898Z,C
AAPL,V,248,6,V,232,1,R,2025-02-11T20:59:59.500428771Z,C
MSFT,V,440,1,V,408,3,R,2025-02-11T20:59:55.866631898Z,C
